Predator_name,Prey_name
Electrona antarctica,Euphausia superba
Electrona antarctica,Pelagobia longicirrata
Electrona antarctica,Thysanoessa macrura
Electrona antarctica,Gastropoda
Electrona antarctica,Ostracoda
Electrona antarctica,Polychaeta
Harpagifer antarcticus,Crustacea
Harpagifer antarcticus,Epimeria robusta
Harpagifer antarcticus,Oradarea edentata
Harpagifer antarcticus,Djerboa furcipes
Harpagifer antarcticus,Notocrangon antarcticus
Harpagifer antarcticus,Natatolana meridionalis
Harpagifer antarcticus,Isopoda
Harpagifer antarcticus,Euphausia superba
Harpagifer antarcticus,Gastropoda
Harpagifer antarcticus,Bivalvia
Harpagifer antarcticus,Chiton
Harpagifer antarcticus,Polychaeta
Harpagifer antarcticus,Detritus
Harpagifer antarcticus,Sediment
Harpagifer antarcticus,Amphipoda
Bathylagus antarcticus,Foraminifera
Bathylagus antarcticus,Copepoda
Bathylagus antarcticus,Oithona sp.
Bathylagus antarcticus,Oncaea sp.
Bathylagus antarcticus,Euchaeta antarctica
Bathylagus antarcticus,Metridia gerlachei
Bathylagus antarcticus,Zooplankton
Bathylagus antarcticus,Euphausia superba
Bathylagus antarcticus,Limacina helicina 
Bathylagus antarcticus,Coelenterata
Bathylagus antarcticus,Pelagobia longicirrata
Bathylagus antarcticus,Eukrohnia hamata
Bathylagus antarcticus,Sagitta marri
Notolepis coatsi,Copepoda
Notolepis coatsi,Oithona sp.
Notolepis coatsi,Oncaea sp.
Notolepis coatsi,Euchaeta antarctica
Notolepis coatsi,Metridia gerlachei
Notolepis coatsi,Notocrangon antarcticus
Notolepis coatsi,Euphausia superba
Notolepis coatsi,Limacina helicina 
Notolepis coatsi,Coelenterata
Notolepis coatsi,Pelagobia longicirrata
Notolepis coatsi,Eukrohnia hamata
Notolepis coatsi,Sagitta marri
Notolepis coatsi,Salpa thompsoni
Gymnoscopelus braueri,Euchaeta antarctica
Gymnoscopelus braueri,Metridia gerlachei
Gymnoscopelus braueri,Zooplankton
Gymnoscopelus braueri,Euphausia superba
Gymnoscopelus braueri,Limacina helicina 
Gymnoscopelus braueri,Coelenterata
Gymnoscopelus braueri,Pelagobia longicirrata
Gymnoscopelus braueri,Eukrohnia hamata
Gymnoscopelus braueri,Sagitta marri
Gymnoscopelus braueri,Salpa thompsoni
Gymnoscopelus braueri,Copepoda
Gymnoscopelus braueri,Cyllopus lucasii
Gymnoscopelus braueri,Clio pyramidata
Gymnoscopelus opisthopterus,Metridia gerlachei
Gymnoscopelus opisthopterus,Zooplankton
Gymnoscopelus opisthopterus,Euphausia superba
Gymnoscopelus opisthopterus,Limacina helicina 
Gymnoscopelus opisthopterus,Coelenterata
Gymnoscopelus opisthopterus,Pelagobia longicirrata
Gymnoscopelus opisthopterus,Eukrohnia hamata
Gymnoscopelus opisthopterus,Sagitta marri
Gymnoscopelus opisthopterus,Salpa thompsoni
Gymnoscopelus opisthopterus,Copepoda
Gymnoscopelus opisthopterus,Cyllopus lucasii
Gymnoscopelus opisthopterus,Clio pyramidata
Gymnoscopelus opisthopterus,Oithona sp.
Gymnoscopelus nicholsi,Amphipoda
Gymnoscopelus nicholsi,Chaetognatha
Gymnoscopelus nicholsi,Copepoda
Gymnoscopelus nicholsi,Calanus propinquus
Gymnoscopelus nicholsi,Oncaea sp.
Gymnoscopelus nicholsi,Metridia gerlachei
Gymnoscopelus nicholsi,Euchaeta antarctica
Gymnoscopelus nicholsi,Rhincalanus gigas
Gymnoscopelus nicholsi,Euphausiacea
Gymnoscopelus nicholsi,Euphausia frigida
Gymnoscopelus nicholsi,Euphausia superba
Gymnoscopelus nicholsi,Thysanoessa macrura
Gymnoscopelus nicholsi,Ostracoda
Gymnoscopelus nicholsi,Fish
Gymnoscopelus nicholsi,Protomyctophum bolini
Gymnoscopelus nicholsi,Euphausia crystallorophias
Protomyctophum bolini,Copepoda
Protomyctophum bolini,Calanus propinquus
Protomyctophum bolini,Oncaea sp.
Protomyctophum bolini,Metridia gerlachei
Protomyctophum bolini,Euchaeta antarctica
Protomyctophum bolini,Rhincalanus gigas
Protomyctophum bolini,Euphausiacea
Protomyctophum bolini,Chaetognatha
Protomyctophum bolini,Gastropoda
Protomyctophum bolini,Thysanoessa macrura
Protomyctophum bolini,Ostracoda
Fulmarus glacialoides,Euphausia superba
Fulmarus glacialoides,Notocrangon antarcticus
Fulmarus glacialoides,Cyllopus lucasii
Fulmarus glacialoides,Vibilia antarctica
Fulmarus glacialoides,Vibilia stebbingi
Fulmarus glacialoides,Amphipoda
Fulmarus glacialoides,Eurythenes gryllus
Fulmarus glacialoides,Crustacea
Fulmarus glacialoides,Electrona antarctica
Fulmarus glacialoides,Gymnoscopelus opisthopterus
Fulmarus glacialoides,Gymnoscopelus braueri
Fulmarus glacialoides,Notolepis coatsi
Fulmarus glacialoides,Protomyctophum bolini
Fulmarus glacialoides,Fish
Fulmarus glacialoides,Galiteuthis glacialis
Fulmarus glacialoides,Gonatus antarcticus
Fulmarus glacialoides,Psychroteuthis glacialis
Fulmarus glacialoides,Salpa thompsoni
Thalassoica antarctica,Euphausia superba
Thalassoica antarctica,Notocrangon antarcticus
Thalassoica antarctica,Cyllopus lucasii
Thalassoica antarctica,Vibilia antarctica
Thalassoica antarctica,Vibilia stebbingi
Thalassoica antarctica,Amphipoda
Thalassoica antarctica,Eurythenes gryllus
Thalassoica antarctica,Crustacea
Thalassoica antarctica,Electrona antarctica
Thalassoica antarctica,Gymnoscopelus braueri
Thalassoica antarctica,Gymnoscopelus nicholsi
Thalassoica antarctica,Gymnoscopelus opisthopterus
Thalassoica antarctica,Notolepis coatsi
Thalassoica antarctica,Protomyctophum bolini
Thalassoica antarctica,Fish
Thalassoica antarctica,Galiteuthis glacialis
Thalassoica antarctica,Gonatus antarcticus
Thalassoica antarctica,Psychroteuthis glacialis
Thalassoica antarctica,Detritus
Halobaena caerulea,Euphausia superba
Halobaena caerulea,Euphausia frigida
Halobaena caerulea,Thysanoessa macrura
Halobaena caerulea,Notocrangon antarcticus
Halobaena caerulea,Cyllopus lucasii
Halobaena caerulea,Vibilia antarctica
Halobaena caerulea,Vibilia stebbingi
Halobaena caerulea,Amphipoda
Halobaena caerulea,Eurythenes gryllus
Halobaena caerulea,Crustacea
Halobaena caerulea,Electrona antarctica
Halobaena caerulea,Gymnoscopelus opisthopterus
Halobaena caerulea,Gymnoscopelus braueri
Halobaena caerulea,Notolepis coatsi
Halobaena caerulea,Protomyctophum bolini
Halobaena caerulea,Fish
Halobaena caerulea,Pteropoda
Halobaena caerulea,Salpa thompsoni
Halobaena caerulea,Detritus
Daption capense,Euphausia superba
Daption capense,Notocrangon antarcticus
Daption capense,Cyllopus lucasii
Daption capense,Vibilia antarctica
Daption capense,Vibilia stebbingi
Daption capense,Amphipoda
Daption capense,Electrona antarctica
Daption capense,Gymnoscopelus nicholsi
Daption capense,Gymnoscopelus braueri
Daption capense,Gymnoscopelus opisthopterus
Daption capense,Notolepis coatsi
Daption capense,Protomyctophum bolini
Daption capense,Fish
Daption capense,Galiteuthis glacialis
Daption capense,Gonatus antarcticus
Daption capense,Psychroteuthis glacialis
Daption capense,Salpa thompsoni
Pagodroma nivea,Euphausia superba
Pagodroma nivea,Notocrangon antarcticus
Pagodroma nivea,Cyllopus lucasii
Pagodroma nivea,Vibilia antarctica
Pagodroma nivea,Vibilia stebbingi
Pagodroma nivea,Eurythenes gryllus
Pagodroma nivea,Crustacea
Pagodroma nivea,Electrona antarctica
Pagodroma nivea,Gymnoscopelus braueri
Pagodroma nivea,Notolepis coatsi
Pagodroma nivea,Protomyctophum bolini
Pagodroma nivea,Fish
Pagodroma nivea,Galiteuthis glacialis
Pagodroma nivea,Psychroteuthis glacialis
Pagodroma nivea,Detritus
Pterodroma brevirostris,Euphausia superba
Pterodroma brevirostris,Notocrangon antarcticus
Pterodroma brevirostris,Cyllopus lucasii
Pterodroma brevirostris,Vibilia antarctica
Pterodroma brevirostris,Eurythenes gryllus
Pterodroma brevirostris,Electrona antarctica
Pterodroma brevirostris,Gymnoscopelus braueri
Pterodroma brevirostris,Notolepis coatsi
Pterodroma brevirostris,Protomyctophum bolini
Pterodroma brevirostris,Fish
Pterodroma brevirostris,Galiteuthis glacialis
Macronectes halli,Nototheniidae
Macronectes halli,Galiteuthis glacialis
Macronectes halli,Gonatus antarcticus
Macronectes halli,Kondakovia longimama
Macronectes halli,Martialia hyadesi
Macronectes halli,Psychroteuthis glacialis
Macronectes halli,Squid
Macronectes halli,Detritus
Macronectes halli,Vampryoteuthis
Macronectes halli,Crustacea
Macronectes giganteus,Nototheniidae
Macronectes giganteus,Galiteuthis glacialis
Macronectes giganteus,Gonatus antarcticus
Macronectes giganteus,Kondakovia longimama
Macronectes giganteus,Crustacea
Macronectes giganteus,Detritus
Procellaria aequinoctialis,Euphausia superba
Procellaria aequinoctialis,Vibilia antarctica
Procellaria aequinoctialis,Electrona antarctica
Procellaria aequinoctialis,Fish
Procellaria aequinoctialis,Galiteuthis glacialis
Procellaria aequinoctialis,Gonatus antarcticus
Procellaria aequinoctialis,Kondakovia longimama
Procellaria aequinoctialis,Psychroteuthis glacialis
Procellaria aequinoctialis,Salpa thompsoni
Oceanites oceanicus,Euphausia superba
Oceanites oceanicus,Cyllopus lucasii
Oceanites oceanicus,Vibilia antarctica
Oceanites oceanicus,Crustacea
Oceanites oceanicus,Electrona antarctica
Oceanites oceanicus,Protomyctophum bolini
Oceanites oceanicus,Fish
Oceanites oceanicus,Salpa thompsoni
Sterna vittata,Euphausia superba
Sterna vittata,Electrona antarctica
Sterna paradisaea,Euphausia superba
Sterna paradisaea,Thysanoessa macrura
Sterna paradisaea,Cyllopus lucasii
Sterna paradisaea,Vibilia antarctica
Sterna paradisaea,Amphipoda
Sterna paradisaea,Electrona antarctica
Pachyptila desolata,Euphausia superba
Pachyptila desolata,Thysanoessa macrura
Pachyptila desolata,Notocrangon antarcticus
Pachyptila desolata,Cyllopus lucasii
Pachyptila desolata,Vibilia antarctica
Pachyptila desolata,Crustacea
Pachyptila desolata,Electrona antarctica
Pachyptila desolata,Gymnoscopelus braueri
Pachyptila desolata,Notolepis coatsi
Pachyptila desolata,Protomyctophum bolini
Pachyptila desolata,Fish
Pachyptila desolata,Salpa thompsoni
Pachyptila desolata,Calanoides acutus
Pachyptila desolata,Calanus propinquus
Pachyptila desolata,Rhincalanus gigas
Pachyptila desolata,Metridia gerlachei
Pachyptila desolata,Euchaeta antarctica
Pachyptila desolata,Copepoda
Pachyptila desolata,Primno macropa
Pachyptila desolata,Amphipoda
Pachyptila desolata,Euphausia frigida
Pachyptila desolata,Octopoda
Pachyptila desolata,Gymnoscopelus nicholsi
Aptenodytes forsteri,Euphausia superba
Aptenodytes forsteri,Thysanoessa macrura
Aptenodytes forsteri,Electrona antarctica
Aptenodytes forsteri,Gymnoscopelus braueri
Aptenodytes forsteri,Gymnoscopelus opisthopterus
Aptenodytes forsteri,Notolepis coatsi
Aptenodytes forsteri,Protomyctophum bolini
Aptenodytes forsteri,Fish
Aptenodytes forsteri,Galiteuthis glacialis
Aptenodytes forsteri,Gonatus antarcticus
Aptenodytes forsteri,Kondakovia longimama
Aptenodytes forsteri,Psychroteuthis glacialis
Pygoscelis adeliae,Euphausia superba
Pygoscelis adeliae,Thysanoessa macrura
Pygoscelis adeliae,Cyllopus lucasii
Pygoscelis adeliae,Electrona antarctica
Pygoscelis adeliae,Kondakovia longimama
Pygoscelis adeliae,Psychroteuthis glacialis
Lobodon carcinophagus ,Euphausia superba
Lobodon carcinophagus ,Euphausiacea
Lobodon carcinophagus ,Crustacea
Lobodon carcinophagus ,Fish
Lobodon carcinophagus ,Squid
Lobodon carcinophagus ,Mysidacea
Lobodon carcinophagus ,Nematoda
Hydrurga leptonyx ,Fish
Hydrurga leptonyx ,Squid
Hydrurga leptonyx ,Euphausiacea
Hydrurga leptonyx ,Amphipoda
Hydrurga leptonyx ,Kondakovia longimama
Hydrurga leptonyx ,Psychroteuthis glacialis
Arctocephalus gazella ,Euphausiacea
Arctocephalus gazella ,Fish
Arctocephalus gazella ,Myctophidae
Arctocephalus gazella ,Nototheniidae
Arctocephalus gazella ,Dissostichus mawsoni
Arctocephalus gazella ,Pygoscelis adeliae
Arctocephalus gazella ,Amphipoda
Arctocephalus gazella ,Nematoda
Arctocephalus gazella ,Electrona antarctica
Arctocephalus gazella ,Gymnoscopelus nicholsi
Arctocephalus gazella ,Gymnoscopelus braueri
Arctocephalus gazella ,Pleuragramma antarcticum
Arctocephalus gazella ,Protomyctophum bolini
Arctocephalus gazella ,Trematomus eulepidotus
Arctocephalus gazella ,Chaenodraco wilsoni
Arctocephalus gazella ,Chionodraco
Mirounga leonina ,Myctophidae
Mirounga leonina ,Gymnoscopelus nicholsi
Mirounga leonina ,Electrona antarctica
Mirounga leonina ,Nototheniidae
Mirounga leonina ,Pleuragramma antarcticum
Mirounga leonina ,Trematomus hansoni
Mirounga leonina ,Trematomus eulepidotus
Mirounga leonina ,Trematomus scotti
Mirounga leonina ,Trematomus pennellii
Mirounga leonina ,Dissostichus mawsoni
Mirounga leonina ,Chionodraco hamatus
Mirounga leonina ,Chionodraco
Mirounga leonina ,Fish
Mirounga leonina ,Squid
Mirounga leonina ,Alluroteuthis antarcticus
Mirounga leonina ,Galiteuthis glacialis
Mirounga leonina ,Gonatus antarcticus
Mirounga leonina ,Kondakovia longimama
Mirounga leonina ,Martialia hyadesi
Mirounga leonina ,Mesonychoteuthis hamiltoni
Mirounga leonina ,Moroteuthis ingens
Mirounga leonina ,Psychroteuthis glacialis
Ommatophoca rossii ,Fish
Ommatophoca rossii ,Squid
Ommatophoca rossii ,Psychroteuthis glacialis
Ommatophoca rossii ,Galiteuthis glacialis
Ommatophoca rossii ,Alluroteuthis antarcticus
Ommatophoca rossii ,Kondakovia longimama
Leptonychotes weddelli,Squid
Leptonychotes weddelli,Octopoda
Leptonychotes weddelli,Euphausia crystallorophias
Leptonychotes weddelli,Pleuragramma antarcticum
Leptonychotes weddelli,Aethotaxis mitopteryx
Leptonychotes weddelli,Dissostichus mawsoni
Leptonychotes weddelli,Trematomus hansoni
Leptonychotes weddelli,Fish
Balaenoptera musculus,Dissostichus mawsoni
Balaenoptera musculus,Champsocephalus gunnari 
Balaenoptera musculus,Myctophidae
Balaenoptera musculus,Fish
Balaenoptera musculus,Squid
Balaenoptera musculus,Zooplankton
Balaenoptera musculus,Euphausiacea
Balaenoptera physalus,Dissostichus mawsoni
Balaenoptera physalus,Champsocephalus gunnari 
Balaenoptera physalus,Myctophidae
Balaenoptera physalus,Fish
Balaenoptera physalus,Squid
Balaenoptera physalus,Zooplankton
Balaenoptera physalus,Euphausiacea
Balaenoptera acutorostrata,Myctophidae
Balaenoptera acutorostrata,Fish
Balaenoptera acutorostrata,Zooplankton
Balaenoptera acutorostrata,Euphausiacea
Physeter macrocephalus,Dissostichus mawsoni
Physeter macrocephalus,Champsocephalus gunnari 
Physeter macrocephalus,Myctophidae
Physeter macrocephalus,Fish
Physeter macrocephalus,Crustacea
Physeter macrocephalus,Euphausiacea
Physeter macrocephalus,Squid
Megaptera novaeangliae,Euphausiacea
Orcinus orca,Squid
Orcinus orca,Balaenoptera acutorostrata
Orcinus orca,Ommatophoca rossii 
Orcinus orca,Leptonychotes weddelli
Orcinus orca,Arctocephalus gazella 
Orcinus orca,Mirounga leonina 
Orcinus orca,Lobodon carcinophagus 
Orcinus orca,Hydrurga leptonyx 
Orcinus orca,Pygoscelis adeliae
Orcinus orca,Thalassoica antarctica
Orcinus orca,Halobaena caerulea
Orcinus orca,Dissostichus mawsoni
Orcinus orca,Myctophidae
Orcinus orca,Fish
Lagenorhynchus cruciger,Dissostichus mawsoni
Lagenorhynchus cruciger,Champsocephalus gunnari 
Lagenorhynchus cruciger,Myctophidae
Lagenorhynchus cruciger,Fish
Lagenorhynchus cruciger,Squid
Lagenorhynchus cruciger,Euphausiacea
Tursiops truncatus,Fish
Tursiops truncatus,Dissostichus mawsoni
Tursiops truncatus,Champsocephalus gunnari 
Tursiops truncatus,Myctophidae
Tursiops truncatus,Euphausiacea
Tursiops truncatus,Squid
Notothenia coriiceps,Waldeckia obesa
Lepidonotothen nudifrons,Waldeckia obesa
Bovallia gigantea,Waldeckia obesa
Ophionotus victoriae,Waldeckia obesa
Sterechinus neumayeri,Waldeckia obesa
